,artist,designer,mechanic,category,game_type,family,publisher
81297,,,"2047,2035,2686,2009","1064,1030",,,404
81298,102986,108033,"2072,2040",1038,,"18211,5551",38977
81299,11804,100253,"2073,2023,2047","1041,1094",,,34
81300,,,2040,"1089,1002,1041",,,30
81301,,,"2047,2055,2004","1002,1094",,,38978
81302,71865,88308,,"1023,1002",,,"27026,38979"
81303,108384,107877,"2023,2819,2027,2017",1016,,"8374,59705,5666",38942
81304,,103561,"2023,2040","1002,1046,1079,1037",,,42306
81305,108040,74502,2072,,,,38979
81306,70041,267,"2080,2012,2923,2928,2686","1029,1021",5497,"5607,8374,59051,66113",30958
81307,100279,108046,"2676,2002","1009,1089,1079",4666,"26432,8374,70948","31646,5350"
81308,,"108047,108048","2023,2664,2015",1084,,"22184,8374,22811",31646
81309,,108049,"2047,2004","1002,1094",,,8999
81310,"115004,72037",59,"2883,2026,2959,2011,2081,2002","1055,1021,1086",5497,"22783,14835","29409,917,30677"
81311,"38196,14142","42,7","2001,2080,2026,3001,2002",1029,5497,"67954,69682,65062,10646,40","29409,11043,917,43240,26840,30677"
81312,,108472,2081,"1032,1029",,22184,4
81313,"12130,39902",11241,"2041,2004",1002,,"28174,66113","18962,8923"
81314,,,"2080,2018,2072,2676,2685,2661,2028,2027","1009,1022,1002,1017,1079,1082,1019",,"61979,4024",4
81315,,428,"2001,2018,2023,2072,2040,2952,2070,2819","1002,1019,1049",4664,"73208,47456",3683
81316,18322,"18322,73348","2001,2689,2046,2041,2020,2079,2015","1022,1010,1046",,,4
81317,,3,"2041,2876,2944","1009,1041",,5607,30317
81318,108076,108075,"2028,2027,2017","1002,1039,1030",,8374,4
81319,39902,107363,"2047,2019,2015",1024,5499,"62889,48877,49383","21847,157"
81320,10879,10879,"2080,2046,2685,2020","1023,1026,1001,2710,1019",,"19265,47786",4
81321,,56080,2070,"1120,1038",,61979,4
81322,108337,108337,"2012,2004,2002","1002,1070",,8374,4
81323,,108170,"2040,2686",1002,,8374,4
81324,,98565,,1009,,61979,1001
81325,,108085,,"1094,1097,1025",,,38996
81326,,108085,,"1094,1097,1025",,,38996
81327,108086,108087,"2072,2040,2041,2008",1002,,8374,4
81328,"79489,27926,93874,104212,99413","108095,108094,108096","2001,2023,2072,2676,2011,2685,2015","1046,1047,1101",,"8374,5666",38997
81329,,108093,"2857,2072","1048,1117,1051,2710,1019",,25158,4
81330,"18294,39902",10138,"2664,2072,2040,2041","1002,1010",,"9974,5666",12106
81331,,,,1002,,,335
81332,,,2072,"1017,1038",,"61979,5551",16833
81333,108099,103582,"2018,2023,2040,2686","1046,1064,1016",,"22184,8374",37426
81334,"12099,89765","56833,60380","2014,2040,2685,2015","1002,1010,1079",,"8374,5301,61979",2396
81335,,484,"2057,2072","1019,1049",4664,"11006,61979,72016,57887,60787",52
81336,104988,104988,"2661,2009",1002,,"73039,63686,61979",1001
81337,"2652,71,34490,140",772,"2072,2850,2863,2947,2078,2070,2897","1035,1019",4664,"64960,10315,16882,17052,11966,72674,58078,61979,72016,72536",52
81338,,108113,"2041,2048","1002,1025",,"47786,61979",4
81339,,16002,"2080,2046,2685,2020","1023,1010,1026,1001,1019",,"19265,47786",4
81340,,1126,2676,1009,,"26432,78603,80242,61979,4024,11305",4563
81341,46787,51812,2023,1041,,,"30482,18447"
81342,93249,93249,,,,,4
81343,98419,98419,"2080,2040,2041,2015","1002,1115",,,35329
81344,,108122,2070,"1008,1011",,"73039,61979",4
81345,107865,107865,"2046,2018,2685,2079,2015",1031,,47786,4
81346,,107915,"2013,2070,2005","1021,1104",,47786,4
81347,,3,"2040,2020,2017","1002,1079,1030",,"46175,56247",225
81348,,3,,"1032,1041",,,51
81349,"14914,11831,37033","1269,85434,8561","2072,2026,2011,2016,2070","1019,1049",4664,"73775,123",142
81350,85503,4716,"2057,2072,2676,2026,2947,2855,2822,2070,2974","1091,1069,1019",4664,"64960,10633,51571",3929
81351,,"3364,3363",2004,"1032,1041,1030",,"64224,10255",454
81352,49082,79152,"2040,2004,2020,2686","1002,1120,1016",,,28594
81353,108452,"108452,108453","2040,2008","1089,1002,1041",,,4
81354,121599,138,2080,"1009,1023,1039",4666,"19299,64793","11043,6194,1391,538"
81355,"14650,72369",109218,"2072,2055","1089,1017,1086",5499,"7530,7535,7379,65328,41222,69363,69651","30155,35035,38448,32922"
81356,59916,59916,"2072,2661,2819","1002,1017,1020,1120,1016",,"5666,73392,61977",22367
81357,80781,80782,"2018,2041,2015","1002,1010,1046",,,29280
81358,53190,53190,,"1032,1059",,"49282,5607,21969,5666","1905,30088"
81359,53190,53190,,"1032,1059",,"49282,5607,21969,5666","1905,30088"
81360,108516,,"2689,2015","1009,1002",,"22184,8374",39008
81361,,,,"1032,1041",,"4461,61979",51
81362,,,2035,"1041,1021,1097",,100,39010
81363,61324,108173,"2689,2080,2813,2004","1001,1016,1113",,8374,38131
81364,"15043,119543",99996,2004,1021,,"6393,48865",36009
81365,,,,"1032,1041",,,39012
81366,,3,"2072,2055,2661","1089,1017,1030,1097",,43662,35112
81367,108182,108181,"2023,2072,2027","1022,1016",,6258,39013
81368,"4959,12199",5766,"2001,2041","1050,1015",5497,"8374,63211","15108,9499,44580,23205,33809"
81369,,,2035,"1021,1064",,,39015
81370,12980,12980,,1032,,"5552,61979",25996
81371,108184,"108184,108201","2080,2014,2072,2041,2685,2015","1032,1017,1016",,8374,39014
81372,,1353,,1002,,8120,"8,9234"
81373,,108172,"2023,2664,2041,2028,2027","1022,1002,1020,1016,1113",,"22184,8374,24281",39009
81374,,,,,,61979,39021
81375,49382,85845,"2072,2661","1017,1031,1016",,,"38984,45590"
81376,"107323,123834,123835,123836",6,"2080,2072,2850,2040,2891,2837,2892,2686","1023,1029,1039,1047,2710","5496,5497","22783,17588,17446,70948","36186,7186,49480,24883,48430"
81377,146096,"108210,108209","2001,2046,2023,2072,2026,2011,2822,2819,2019","1017,1047,1016,1019,2481",,"8374,73596,70948",39024
81378,"108707,108708","108707,108708","2040,2020","1002,1118,1030,1037,1025",,,4
81379,"11857,406","124139,406","2072,2026,2070","1019,1049",4664,"6471,13244,35400","196,219"
81380,"11857,406","406,1730,64096","2072,2026,2070,2974","1019,1049",4664,"66990,11966,10635,121",196
81381,92484,92484,2819,1002,,"8374,5666,28880",38988
81382,70533,43431,2009,"1002,1010",5499,"51280,61979","4932,31815,38131,17159,5400,37959,46431,32581,33010,41423,18477,27947"
81383,108169,"13378,108168",2072,"1010,1047,1019",,61979,2507
81384,,84486,2072,"1015,1019",,,30317
81385,46618,812,"2021,2057,2070","1019,1049",4664,"27536,11006",17180
81386,106714,84067,"2023,2027","1117,1041,1020,1010,1035",,56939,"30203,38822,917,30677,244"
81387,,,"2040,2041,2078,2661,2686","1022,1089,1023,1002,1079,1104,1030,1097",,"22184,19606,24432,10651,8374",4
81388,108221,"108207,108224,108206","2040,2007,2661,2686",1064,,65218,"39022,4"
81389,"85732,12340",181,"2018,2072,2009","1019,1049",4664,,6025
81390,"85732,12340",,2018,"1002,1019,1049",4664,"72071,64754",6025
81391,,108232,"2664,2040,2041,2009","1002,1038",,"98,61979",1001
81392,101510,68626,"2047,2008",1081,,8374,25210
81393,,83952,2018,1019,,61979,"39030,39029"
81394,105698,105698,"2072,2028,2027","1022,1017,1010,1120",,5666,1001
81395,"93439,76002,29654,86223,95639,71253,65643","78814,29654","2018,2664,2040,2041",1002,,48560,28472
81396,,772,2070,"1039,1094,1120,1081",,10642,1001
81397,,3,"2023,2070","1001,1120",,,"1001,14966"
81398,"108253,121817","108252,108251","2012,2041","1002,1010,1035,1090,1120",5497,"8374,61979,74823","39034,43864"
81399,"65531,124462,124463",124461,2686,1002,,"8374,5841",44904
81400,108255,80334,2009,1002,,7349,8291
81401,,54047,2027,1030,,,23373
81402,,3,,"1032,1041,1072,1030",,"74082,5841",51
81403,,"789,68016","2893,2023,2060,2661","1039,1064,1093,1025","5498,5499","5608,37062,61979",634
81404,,,"2686,2015","1002,1064",,"5608,24","634,19"
81405,"6948,108257",6948,"2001,2664,2040,2015","1002,1010",,61979,38849
81406,,89455,"2035,2004,2005,2686,2015","1021,1101",5499,"62857,47169,5635,19291",51
81407,93095,"93095,108264,93524","2664,2676,2060",1009,,61979,39038
81408,,108272,"2072,2070","1047,1008,1019,1049",,,5109
81409,"87440,93588,109285,109284",89332,"2012,2014,2003,2070,2017","1023,1116,1010,1046,1079,1104",,,39304
81410,41738,41738,"2047,2004",1002,,,10691
81411,,"6649,6648","2001,2072","1117,1047,1019,1049",4664,24281,5109
81412,,108055,"2664,2041,2008","1002,1016",,,38989
81413,108524,"108486,108484","2012,2004","1002,1008,1070",,"64943,8374,66187","40510,44181"
81414,40620,108280,"2664,2040,2003",1002,,61979,43054
81415,"70533,12547",12547,"2013,2041,2686,2082","1035,1008",,"75810,79098,27177,5613","9459,30034,28072"
81416,99750,"99750,108282","2080,2046,2072,2686","1009,1017",,"22184,8374,70948",35948
81417,,85519,"2040,2004,2015","1089,1002,1084",,,30672
81418,,"86463,86462","2072,2041","1002,1041,1017,1038",,"61979,5586",4
81419,,"108274,108273","2689,2072,2020","1008,1019",,,"1001,39041"
81420,33452,2302,"2072,2004","1002,1017",,,34
81421,"108572,92052,89542",89533,"2014,2015","1023,1002,1010,1024",,"8374,61979,5141",31916
81422,111174,"111126,111175","2073,2027","1002,1079,1030,1001",,10638,21053
81423,,,"2018,2023,2072,2676,2011,2028,2002,2008","1022,1020,1010,1046,1059",,"22184,8374",4
81424,"10254,38051",38051,"2001,2041,2078,2016","1023,1002,1090,1120,1070",4664,"38819,11515,61979",27637
81425,109832,,2035,"1089,1041,1116",,7269,"3320,39464"
81426,,4287,"2072,2026,2855,2070","2726,1019",4664,"61979,2337",3102
81427,,57,2080,1001,,61979,4
81428,,83324,2685,1023,,8374,29976
81429,,4793,,1038,,,3566
81430,"87152,87153",108313,2040,"1002,1094,1064",,25436,31034
81431,"65633,108312",108311,"2072,2040,2041,2685,2686","1089,1002,1046,1079",,"22783,22184,7334,8374",47913
81432,,,,"1002,1017",,61979,304
81433,"27597,43150","3464,3465","2001,2072,2026,2975,2070","1048,1102,1019",4664,"14835,8374,72016,17619",26659
81434,92008,"105625,92008","2001,2023,2047,2011,2060,2007,2015","1020,1045,1008",,36900,38040
81435,108323,"108324,108325,108326","2080,2040,2011,2686","1089,1002,1094,1084","5497,5499","8374,16886",39051
81436,,,2686,1002,,,4
81437,,,"2012,2035,2004,2008",1021,,100,39053
81438,98385,98385,"2080,2011,2041,2078","1009,1120",,"52917,61979",1001
81439,,108815,"2072,2040",,,,"4,3320"
81440,109187,109187,,1015,,"72071,8374",4
81441,,,"2055,2017","1023,1030,1025",,"10133,1539",111
81442,"109607,111042",109607,"2023,2040,2819","1002,1094,1084,1104,1028",,8374,"4,39881"
81443,39437,39436,2005,"1002,1021",,,14104
81444,"72732,45870",69952,"2040,2041,2004,2020,2686","1023,1002,1039,1024",,"8374,5141",36896
81445,107817,107817,"2023,2072","1002,1041,1017,1098,1120",,52917,1001
81446,"108673,126774,106255",108673,"2080,2013,2912,2901,2902,2004,2935","1021,1051",,"22184,67707,10644,21622",44276
81447,108377,108377,"2023,2041,2661,2019","1002,1010,1030",,8374,51353
81448,,,"2035,2004",1041,,,1905
81449,,53801,"2893,2023,2072,2015","1002,2481",,61979,19114
81450,,5975,2040,"1041,1025",,,22
81451,44142,"20990,20991",,"1064,1030",,"72071,8374",4
81452,"17124,94661","94661,75499,84050","2023,2072,2676,2011,2002","1047,1064,1016",5496,"8374,73408,5666,41799","8805,4428,15605,8351,42144,26162"
81453,108389,108389,"2040,2047,2048,2060,2002,2009","1002,1045,1120,1028,1086",,"5666,5064,20510",40515
81454,80860,80860,"2664,2072,2040,2686,2015","1022,1002,1017,1010,1046,1079",,"59218,8374,70948",39611
81455,108547,"108543,108542","2001,2023,2072,2028","1046,1024,1047,2481",,8374,38755
81456,109502,82056,2664,"1002,1046,1016",,"73039,61979",41667
81457,56409,56409,2664,1039,,,772
81458,,9946,"2080,2041,2004","1002,1016,1113,1086",,8374,30912
81459,,108410,2055,1025,,,4
81460,,,2035,"1008,1019,1065",,61979,3320
81461,,,2004,"1048,1075,1002,1051",,,39070
81462,108412,888,2060,1002,,,78
81463,47294,,2078,"2650,1019",4664,44377,8454
81464,108412,888,2060,1002,,,78
81465,,"108407,101827,83506",2048,"1032,1029",,,"30044,5530"
81466,52172,52172,"2689,2080,2011","1009,1120",,,4
81467,82021,"82021,82022","2012,2072,2004,2819,2935","1002,1017,1035,1070","5497,5499","8374,73596,70948,5666","40047,30155,34805,39068"
81468,,108416,2004,"1094,1049",,,39073
81469,,,,"1002,1049",,,1025
81470,43497,3,2004,"1002,1041,1094,1104",,19081,4991
81471,,113671,,"1002,1030",,,"34882,6412"
81472,9056,9056,"2072,2055,2028","1002,1024,1040",,61977,7993
81473,74467,108421,"2072,2040,2661,2876,2020","2650,1120,1038",,,39079
81474,,95499,"2043,2060,2002",1009,,61979,4
81475,"11898,95103",1018,"2080,2040,2004,2082","1035,1097",5497,"48877,70224,11518,8374,70948,58962,5666","33809,34522,6194,31071,28025,35960,33154,34778,39249,9499,41423"
81476,,,2055,1025,,8041,39081
81477,99097,25,"2018,2072,2040,2026,2011","1046,1047,1016,1019",4664,"8374,59439,50",29198
81478,70772,70772,2072,"1044,1017,1010",,"6363,19299,68281",25949
81479,70772,70772,2072,"1044,1017,1010",,"6363,19299",25949
81480,,98352,"2023,2072,2060,2002","1009,1013",,,37114
81481,26507,108425,"2001,2080,2026","1069,1019",4664,"12808,46190,61979,26464",33711
81482,102315,108386,"2072,2661,2004,2686","1089,1041,1031",,8374,4
81483,35585,50619,"2080,2018,2040","1048,1001",5497,"14835,61979,65385",33711
81484,94673,94673,"2046,2676,2685,2078,2019",1009,,"22184,8374",4
81485,,3,2048,"1002,1101",,"8374,64224,5841",39155
81486,,"88198,88197","2040,2041,2686","1002,1046,1079",,"8374,28880",28294
81487,3,3,"2035,2004",1041,,,5021
81488,,108434,"2689,2048,2070","1002,1094,1016",,"8374,61979,22232",39084
81489,,"70325,1379",,1070,,11515,772
81490,,,"2040,2686","1038,2481",,"8374,46141",37708
81491,113377,113377,"2011,2041,2002,2663,2015","1002,1010,1120,1016,1097",,6258,4
81492,108426,"64330,86184","2072,2676,2082","1022,1050,1089,1041,1015,1017,1094,1020,1036",,"22783,10622",30694
81493,40734,"40734,28161",2040,"1023,1002",,"63202,18577","36984,29590"
81494,,,2002,"1009,1028",,61979,765
81495,,107877,,"1009,1120",,,"1001,38942"
81496,65633,95143,"2072,2858,2661,2003","1023,1030",,"62079,65328,64970,25368","1280,46439,10768,18021,36563"
81497,,108644,2014,1023,,,38920
81498,,3,"2060,2004","1094,1104",,7855,2994
81499,106503,106503,"2057,2072,2819,2002","1022,1090,1120,1019",,52917,4
81500,,3893,"2023,2072,2822,2819","1117,1047,1016,1019",4664,8164,44622
81501,108448,"91211,79882,93580","2046,2841,2023,3004,2072,2856,2040,2015","1116,1047,1016",5496,"13111,25158,17935","21608,6194,2973,15605"
81502,,,"2047,2048,2060","1002,1045",,,"1280,5350"
81503,7218,7218,2040,"1002,1118,1064,1120",,,"5546,1001"
81504,"109223,5890",109223,"2661,2027","1002,1079,1030",,"70948,65322",44136
81505,11825,11,"2072,2040,2041","1002,1029,1035,1086",,"3,26100,61979,62849",267
81506,"53361,113177",1828,"2081,2005,2002,2015","1002,1021,1093,1034,1011",5497,"8374,19","33710,44696,39637,46431,45510"
81507,108455,108454,"2018,2078,2822,2070","2726,1026,2725,1120,1070,1019",4664,"50153,58049,58610,58131,54200,58007,58075,57999,59609",4
81508,38051,38051,"2072,2676,2026,2975,2947,2016,2070,2819","1069,1120,1019",4664,"10630,62461,61977,61978,8164","34648,27637"
81509,"126224,50254","6063,108457",,1029,,,17547
81510,,,"2040,2002","1002,1041,1064,1031",,"5597,18055",5215
81511,,"108126,108129","2072,2040,2026,2011,2007,2004,2686,2015","1017,1016",,,39003
81512,,,"2078,2035",1031,,,3320
81513,,,"2078,2035",1031,,,3320
81514,108426,64330,"2040,2041,2004","1022,1050,1002,1041,1020",,,30694
81515,"12382,11883",11,"2040,2041,2008","1002,1010,1035",,"26153,61979","14639,37"
81516,"120249,73637","35570,100691,119643","2080,2676,2846,2822,2015","1010,1046,1047",5497,"61206,25158,8374,70948,59705",30296
81517,79554,3,"2072,2035","1009,1089,1041,1116,1017",,"61979,4023",28783
81518,,,2035,"1041,1116,1064",,5597,27773
81519,108473,108473,"2072,2041,2685,2078,2004,2015","1032,1002,1046,1040",,,4
81520,108481,64330,2040,1002,,,23677
81521,,,"2040,2041,2004,2015","1022,1002,1016",,,4
81522,11856,812,2021,"1048,1019",4664,"68612,134,61979","1244,1243"
81523,11856,16723,,"1002,1001,1081,1019,1049","4664,5496",134,"1244,35928,1243"
81524,"11882,11856","128160,898","2046,2072,2070","2726,1075,1019",4664,"14835,134,61979","1244,1243"
81525,,3,"2048,2060,2002",1041,,,24751
81526,96150,96150,"2040,2041,2017",1030,,"8374,62860",42523
81527,128270,51673,"2676,2861","1009,1120",4666,"26432,62615,8374,70360,61979","30373,1001"
81528,42079,42079,,1104,,,21552
81529,"66132,62414","34517,108525","2041,2004,2008","1015,1026",5497,"57934,27522",9499
81530,,108504,,1032,,,39089
81531,,108504,,1032,,,39089
81532,,,"2072,2027","1041,1017",,,39106
81533,61842,8888,2002,"1023,1025",,51902,304
81534,"87305,14650","69099,108743,108574","2893,2023,2040,2047","1002,1039,1040",,48472,"28862,29,45750,27171,40506,22560,27811,45134,9325,35035,7992,37959,34627,36563"
81535,"87305,14650","69099,108743,108574","2893,2023,2040,2047","1002,1039,1040",,48472,"28862,29,45750,27171,40506,22560,27811,45134,9325,35035,7992,37959,34627,36563,18477"
81536,78606,100327,"2689,2040,2041",1031,,"10634,68454,25436","28862,33845,1386,39757"
81537,,,,"1022,1002,1010,1079,1035",,"22184,8374",39107
81538,3,1269,"2072,2026,2975","1019,1049",4664,"68873,11515,58503,53215,69904,59995,123",142
81539,108679,108679,"2040,2685,2686","1002,1010",,"8374,73596,59705",4
81540,,76078,,"1009,1017",,72071,34262
81541,,,"2072,2035,2002",1025,,,39122
81542,,"546,4389","2689,2963,2685,2953,2822,2070,2020,2019,2015","2650,1047,1064,1016,1019",4664,"25158,75409,70810,4685","17917,42061"
81543,,1989,2070,1038,,5839,39116
81544,112615,108527,"2046,2040,2039,2015","1010,1046,1035,1045,1086",,,39111
81545,,,,1041,,,4291
81546,,3,"2012,2685,2035,2004,2008","1021,1026,1093",,100,32781
81547,109053,36192,2060,"1041,1030,1037,1027,1025",,"76492,62080","11805,23031,34627"
81548,"38447,5245,77741","74404,78816","2664,2040,2004,2686","1002,1033",,20304,10290
81549,99736,108672,2004,1002,,"50563,70948,6393,18540",26267
81550,,,"2072,2041,2685,2035","1002,1017,1031",,,9156
81551,,103164,"3007,2060,2027","1030,1025",,,36026
81552,28024,"109214,9637,109215,4063","2040,2019,2009","1002,1039,1016,1081",,70948,"27674,30034"
81553,108541,108541,"2012,2040","1002,1021,1064",,65218,4
81554,"60452,83269,118421,21149","94486,94465","2080,2011,2004,2849,2002",1015,5497,"8374,70948,27646","33500,15605"
81555,,30744,"2041,2661","1116,1064",,"5338,17935",39306
81556,58070,58070,"2001,2048,2070,2002,2079","2650,1019,1049",,,22624
81557,58070,58070,"2001,2689,2048,2070","2650,1042,1049",,,22624
81558,106104,106103,"2023,2664",1002,,,38223
81559,,94534,"2072,2041,2078,2070","1017,1047,1069,1019",,58584,33985
81560,"23441,11856",812,,"1050,1019",4664,"24921,10640,58406,61979,73260","11440,1243"
81561,"23441,11856",135,,"1002,1019",4664,"67540,58383,61979,66141,73260","11440,1243"
81562,"23441,11856",1710,"2072,2026,2070,2974","1051,1019",4664,"12226,78478,61979,72016,73260","1243,11440"
81563,108566,78720,2080,,,,28450
81564,,78720,2040,1002,,,28450
81565,108654,"108652,108653,108567",,"1021,1010,1046,1001",,8374,39120
81566,"148568,79325",61,,1040,,"73596,11404","12,1386"
81567,50049,50049,"2078,2661,2035","1120,1031",,6206,17468
81568,3,3,2035,1049,,,3320
81569,108575,108573,"2040,2041,2020","1002,1010",,,39123
81570,59283,97670,"2040,2026","1089,1079",,8374,4
81571,51906,,2080,"1023,1001,1049",,"79254,44377",9512
81572,,,,1030,,65591,6747
81573,34043,34043,"2040,2028,2027,2686","1023,1079,1030,1001",,"22184,18211",14927
81574,109674,109675,"2073,2040,2685,2027,2686,2017","1002,1079,1118,1030",,,4
81575,8457,10321,"2072,2026,2947,2855,2070,2974","1019,1049",4664,"11006,4661,61979,57887","9369,25562"
81576,,,2035,"1089,1094,1027",,,39134
81577,90802,56200,"2080,2012,2686,2082","1023,1035",5497,8374,32845
81578,,1204,2060,"1009,1037",,,95
81579,81173,81172,"2999,2039,2081,2055,2004",1011,,"64963,10634,66143","29413,41167"
81580,105065,105698,,"1002,1031,1038",,5663,4
81581,109212,109212,2040,1002,,"98,70360",1001
81582,,97628,"2676,2011,2015","1035,1120",,"26397,61979",1001
81583,,,2959,1002,,,5916
81584,"108617,108616",108616,"2040,2685,2661,2686","1002,1116,1079",,"8374,5701","39136,4"
81585,29142,"93852,262","2040,2009",1002,,,33024
81586,"4177,779","779,780","2072,2047,2004","1041,1064,1093",,11753,404
81587,"85732,79680",64648,"2018,2975,2819,2019","1002,1019,1049",4664,"11006,10643,14835,73596,5666,8164,57887",6025
81588,,"95073,95072","2060,2007,2035","1041,1017,1064,1011,1097",,,2168
81589,,89332,"2013,2047,2661","1023,1002,1079",,,31120
81590,85503,4716,"2072,2676,2026,2070,2974","1102,1069,1109,1019",4664,"24158,13436,14835,10618,51571",3929
81591,108625,"95073,95072","2055,2020,2017","1032,1041,1093,1030",,,2168
81592,,645,2060,"1041,1094",,,34
81593,,4793,2072,1038,,,3566
81594,,,"2023,2041,2082","1001,1120",,,4
81595,,,2072,1017,,61979,39348
81596,,,2035,1038,,6497,648
81597,,,"2046,2072,2041","1002,1017",,"22783,7005,8374",4
81598,108626,54046,"2023,2040,2017","1002,1039,1030",,"46175,59705",4304
81599,3,3,"2072,2685,2035","1041,1036",,,10428
81600,,,"2035,2004","1021,1094",,14836,39138
81601,84262,"85906,79745","2080,2072,2039,2081,2055","1029,1017,1034,1011",,41222,29978
81602,,,"2078,2035","1008,1019,1065",,50007,3392
81603,3,3,"2072,2661",1017,,,4
81604,45521,,"2060,2035,2004","1032,1041,1094",,,765
81605,,,2019,1027,,,4905
81606,108937,108937,"2057,2023,2072,2676,2026,2035,2819","1069,1120,1019",4664,"58501,10627,10631,8164",4
81607,"90305,68568,90306",90304,"2023,2040,2959,2011,2965,2851,2964,2027,2002","1022,1020,1010,1024",,"8374,75512",18615
81608,,108640,"2023,2072,2078,2079","1017,1047,1031",,,4
81609,,83487,"2040,2661,2004","1002,1001",,"47202,61977",4
81610,,,2039,1094,,,4
81611,,,,"1064,1030,1027",,"5597,44139","225,1534"
81612,108643,105765,"2080,2072,2079,2015","1050,1120,1019",4664,"5606,52917,14759",1001
81613,108627,108627,"2007,2661,2686","1016,1113",,"22184,70948",4
81614,108615,108614,2072,"1017,1010",,,4
81615,"11898,12674",381,"2912,2072,2676,2011,2081,2007,2876,2897",1021,5497,"18702,68769,11570,70948,28724,59705,78457,62849","39,4304,396,24883,1391,8291,25203,5400,2726,3242,48279,9234,4932"
81616,108647,108647,"2057,2072,2676,2026,2947,2070,2974","2710,1019",4664,"12981,11515,8374,54194",39147
81617,"112087,83351,87749","108836,35418","2839,2912,2875,2902,2081,2911,2819,2826,2015,2897,2082","1021,1084,1088",5497,"66553,8374,70360,70948,57497,5666,75455,37870","10768,34522,6194,22380,15605,12540,5380,8291,30677,2726,39249,47883,22609"
81618,,,,1030,,,14878
81619,,,,"1079,1027",,,1905
81620,"89112,108656",108657,"2023,2011,2028","1041,1010",,8374,39148
81621,,,2035,1027,,,964
81622,71299,71299,"2072,2040","1002,1017,1024,1079,1120,2481",,"20733,52917,7479,5615,6428,6364,5666,28880",1001
81623,73439,74848,2023,"1002,2481",,8374,31504
81624,"95103,11854","11854,108885",2661,"1010,1101",5499,48877,18617
81625,,,"2664,2020,2009","1089,1002,1101",,"7760,5634,19279",95
81626,,108791,"2072,2004","1002,1010",,27646,39100
81627,,108678,"2011,2007,2015,2082",1010,,9767,37832
81628,106707,106707,2685,1024,,22783,39150
81629,"102467,81719",73362,"2689,2676,2876,2020","2650,1010,1035,1031,1101",,45800,26024
81630,109448,109447,"2001,2676,2040,2011,2007,2661,2002","1089,1084",,"22184,8374,70948",39051
81631,,69757,"2001,2080,2676,2011,2003","1002,1016",,"22184,8374,61979",4
81632,,108897,,1002,,"72071,8374",4
81633,109326,109326,"2072,2040,2661","1117,1002,1020",,"8374,61977",4
81634,"12078,60346,64844",2,"2040,2661,2004,2686","1002,1024",5499,"76558,8374,59705,60939,5141",23
81635,62596,48325,"2023,2040,2011,2004,2002,2015","1020,1010",,"73592,73583,8374,70948,10260,21425",8007
81636,"85907,94768","95473,85907","2012,2013,2070,2005,2008,2015",1021,,,"4,40049"
81637,83022,83022,"2046,2072","1017,1051,1120,1019",,,29828
81638,69648,68814,"2004,2020","1002,1041",,,25355
81639,3414,64,"2072,2016,2070","1008,1019,1049",4664,"6137,8374,73208,61979",49
81640,,"60377,20991","2027,2019","1002,1079,1030,1025",,8374,39159
81641,99096,83603,2060,"1002,1072",,,30081
81642,,108716,"2040,2004,2686","1002,1094",,,39623
81643,105800,"108722,108721",,"1020,1010",,72071,4
81644,108720,108720,"2078,2020","1046,1035,1120",,,4
81645,108956,108955,"2041,2661,2004,2020,2015","1089,1002,1041,1030",,"22783,18983,7349,8374",39211
81646,,,2035,1041,,,39295
81647,,,,1030,,,225
81648,106722,106722,"2072,2011,2035","1031,1016",,"8374,10166",38580
81649,102129,"88370,67502","2661,2686",,,4705,39194
81650,108728,108728,"2040,2047,2686","2650,1113",,8374,39163
81651,108732,108731,"2999,2072,2039,2081,2055,2661,2819","1017,1054,1098,1097",5499,"66140,50153,14835,8374,41222,5666,28718","39164,30677"
81652,,"108711,66141","2676,2004","1002,1010,1046,1120",,"98,70948",39156
81653,,97834,2035,"1041,1093",,,32672
81654,,"97834,97835","2012,2072,2082","1021,1084",,,32672
81655,96212,102313,"2023,2072,2040,2851,2819,2027","1002,1093",5496,"22783,56939",538
81656,,"80054,35037","2019,2009","1002,1010,1082",,"8374,73596,73682","28007,53235,46428"
81657,"23441,11856",1358,"2072,2026","2726,1019",4664,"10643,57999,61979,72016,73260","1243,11440"
81658,63731,9248,"2040,2876,2004","1002,1016",,"69042,8374,68034,65851,61979,27795,6258","26991,29895,5400"
81659,94957,108879,"3002,2040,2686,2015","1002,1039,1020,1120,1016,1113,1086",,"69042,8374,68537,61979,27795,38387","26991,29895,18852,23031,5400,36818"
81660,126844,108878,"2040,2910,2081,2005,2002","1055,1002,1120,1034",,"69042,61979,27795",26991
81661,41411,103457,"2040,2004,2819,2015","1002,1120,1016,1097",,"69042,8374,61733,5666,27795,6258","26991,29895"
81662,108734,108733,2082,1082,,,37832
81663,,83324,,"1023,1002,1039,1024,1030,2481",,8374,"39313,29976"
81664,,3,"2040,2047,2002",1041,,,36726
81665,99377,99377,2661,1002,,8374,35748
81666,,,2035,"1002,1030",,"22184,11966,8374,2989","4,3320"
81667,,37587,2072,"1035,1047,1019",,"58383,21990,58598,58123,58138,61979",39167
81668,,37587,"2072,2949","1050,1117,1047,1019",4664,"58594,58718,58053,58534,61979,72016",39167
81669,,37587,2072,"1050,1047,1019",,"61979,72016,48437",39167
81670,,95323,2060,"1045,1030,1028",,,"30119,8820"
81671,,95323,2060,"1045,1030,1028",,,30119
