,artist,designer,mechanic,category,game_type,family,publisher
5967,,"2283,1314",2026,"1050,1019",4664,"10640,58406,58085,3231,3256",102
5968,,2438,"2035,2005",1021,,,1585
5969,,"2439,2440,2441","2072,2676,2026,2947,2070","1016,1113,1019",4664,5679,"2348,1587"
5970,,2444,2035,1009,4666,"73596,61979",661
5971,,"135,713","2026,2070","1048,1019",4664,"61979,3262,43655",40
5972,34939,34939,"2072,2011","1009,1089,1036",4666,"7559,61979",1588
5973,,2442,"2676,2876,2035,2016,2004,2940",1009,4666,5742,1589
5974,,2034,2035,"1009,1031",4666,61979,1260
5975,3,3,"2035,2004","1079,1064,1027",,5636,"225,42782,7977"
5976,3,24,"2048,2060",1009,4666,"62518,81","314,1192,99"
5977,,3,"2073,2019","1064,1030,1027",,,1026
5978,,"2446,2109,2445","2072,2028,2070","1022,1010,1035,1047",,"6336,61979",1329
5979,,24,"2676,2015","1009,1089",4666,"7523,61979","1531,1604"
5980,,3,"2072,2027",1030,,,"1590,738"
5981,129317,"2447,1110","2072,2055,2020,2019,2015","1010,1046,1035",,"61206,25158,5615","4,4197"
5982,,1699,"2072,2026,2070","1050,1019",4664,"52373,24921,18614,64960,10640,58052,61979,65387",988
5983,"71,140,1893",135,"2057,2072,2026,2975","1048,1019",4664,"14835,61979,103,43648",52
5984,"71,140",135,"2057,2072,2676,2026,2975,2947,2822,2070,2974","1048,1102,2710,1019",4664,"14835,103",52
5985,9393,2448,"2676,2685,2940",1009,4666,"26432,78573,80226,80242,61979,60437,96","171,24703,11,3115,2456,9222,6266,10094,50760"
5986,,7327,,1009,4666,60437,"11,304"
5987,,3,"2012,2047,2004,2019,2009","1002,1045",,,1591
5988,,3,2002,1025,,"78564,4711","1139,93"
5989,,3,"2014,2019",1002,5499,98,"171,2830,2672"
5990,,3046,,"2726,1075,1019",4664,"22783,61979",490
5991,,2450,"2027,2017","1079,1030",,75031,1592
5992,,34250,"2072,2035","1094,1027",,4390,1593
5993,34514,34250,2035,"1094,1027",,4390,1593
5994,,3,,1002,,,564
5995,,3,"2072,2048",1025,,"9302,75031,62039","405,1833,1594,5320,4668,38"
5996,11788,94,2035,"1013,1088,1097",,7744,"402,37,7751"
5997,,59584,,"1009,1050",4666,"6471,61979",1595
5998,12472,"692,206",2070,"1048,1019",4664,"78568,66535,61979,72016,21101,43666","130,1163"
5999,,79561,2035,"1022,1079",,,1596
6000,,3,"2072,2055","1017,1025",,41222,1597
6001,,3,2004,1002,,"12833,2250",20
6002,12591,814,,1002,,,46
6003,,2205,2072,"1079,1019",4664,61979,2276
6004,118432,663,"2023,2072,2011","1022,1046,1024",,5141,177
6005,,1939,"2023,2035","1089,1041,1084,1013",4665,7535,1173
6006,"42939,20435,1256,140",1744,2026,"2726,1075,1019",4664,"3248,61979","102,1063"
6007,,1356,2035,"1094,1097,1027",,"18612,10167","762,93,1526"
6008,"88858,63031",3,"2821,2009","1002,1064",5499,"46062,5597,24434,5427,65501,98,70360,70948,66890,9531,20549,28535,17935,28519,5714","171,1349,2028,4352,1992,6531,10964,11,200,4527,1192,859,117,16041,11187,4706,2792,468,5700,329,717,59"
6009,5238,2454,"2046,2011","1002,1026,1016,1113",,,"1599,570"
6010,,1856,2026,"1046,1019,1049",4664,25084,489
6011,,13435,2060,"1094,1104,1098,1028",,12204,318
6012,"105331,71,140",595,"2072,2026,2947,2070,2819","1019,1049",4664,"10634,62913,14835,73208,5666,61977,61978,8164",489
6013,,3,2035,"1041,1064,1031",4665,,51
6014,,2455,"2026,2070","1102,1019",4664,"10310,32906,61979",1601
6015,,3,,"1030,1027",,,1600
6016,1030,152,"2072,2676,2026,2011,2947,2055,2822,2070,2897","1069,1019",4664,"18191,58728",120
6017,,2456,"2072,2078,2070","2726,1019",4664,"64960,13105,58556,58075,61979",102
6018,"50283,52757","5182,5352,5353",2048,"1032,1041",,"4220,10407,78572,66787,5636","3320,16678,225,200,153,1024,93,1479,1138,30088,571"
6019,,932,"2046,2072,2863,2947,2855,2822","1102,2725,1019",4664,"14759,13105,13106,9793,33896,61979,72016,73481",1602
6020,11883,24,2035,"1041,1017,1079",4665,5615,777
6021,42597,3,"2019,2009",1002,5499,"24434,98,9531","171,4,200,15310,234,468,254,95"
6022,,3,2002,"1009,1028,1101",4666,"24571,61979,9700","1603,1322"
6023,,3,"2012,2035,2005",1021,,,"553,5253"
6024,,3,2002,1009,4666,"39749,61979","51,28,4653"
6025,,2457,,"1009,1028",4666,,1604
6026,,1060,,"1039,1028",,"142,62890","2074,1772,233,28"
6027,,"701,80",2001,"1001,1019",4664,,"4686,1605"
6028,,2458,2026,"1050,1019",4664,"5606,64960,58053,61979","4,4172"
6029,,702,"2070,2017","1029,1021,1035,1026,1001,1019",,,"116,435"
6030,,"2460,2459","2035,2004,2008","1041,1027",4665,"65328,25158,28630,6258,11332",1607
6031,,28119,"2028,2035","1021,1094,1088,1027",,,1608
6032,,3,"2019,2009",1002,,"98,70360",171
6033,,754,"2072,2676,2026,2070","1035,1019",4664,"11006,58013,61979,72016,3212",181
6034,,335,"2072,2676,2026,2070,2974","1019,1049",4664,"53215,61979,72016,3212","181,3133"
6035,23910,754,"2072,2676,2026,2070,2974","1019,1049",4664,"22783,9470,10634,10616,11603,61979,3212","181,3133"
6036,136404,373,"2072,2676,2026,2855,2070","1019,1049",4664,"22783,10643,11966,73775,9815,57477,61979,72016,3212","3925,181,3133"
6037,"24892,1038,3034","353,2166",2026,"1035,1093,1016,1019",4664,"64949,6210,61979",120
6038,,335,"2072,2676,2026,2855,2070","1019,1049",4664,"11006,10643,10309,9815,61979,72016,3212","3925,181,3133"
6039,"2467,4769,20601","373,335,754","2046,2072,2676,2026,2855,2070","1016,1019",4664,"64952,5679,61979,62881,62415,10166,7757",181
6040,16412,1032,2026,"1016,1019",4664,"6210,61979,72016",120
6041,13311,27,"2072,2850,2676,2026,2947,2855,2070,2974","1001,1016,1019",4664,"5679,61979,72016,62415,7757",181
6042,3,3,"2831,2019","1027,1025",,,553
6043,"13641,13526,13767,11998,14980","927,2461,18368,926,9054,1777,411,4004","2072,2026,2015","1047,1016,1019","4664,5496","5918,63004","41,1869,342"
6044,,1116,"2072,2676,2026,2975,2947,2055,2070","1048,1102,1008,2710,1019",4664,"14835,3255",489
6045,,3,2035,1021,,,1609
6046,"4911,11802","4911,4912,2462,80","2072,2676,2026,2975,2011,2947,2855,2822,2070","1035,1019",4664,"3273,58138,59705,5613","116,1211"
6047,71,428,"2046,2023,2072,2055,2822,2070","2650,1069,1019",4664,"10628,10627,10633,13244,58501,5666,8164,61647,58955,61649,3268",52
6048,"12737,71,1893",671,"2072,2026,2070","1019,1049",4664,116,52
6049,,2463,2070,"1069,1019",4664,"5666,61977,61978,8164",962
6050,"71,140",1397,"2072,2026","2725,1019",4664,"10313,9793,58007,61979,124",52
6051,26339,4103,"2048,2060","1009,1041,1028",4666,"24571,68769,5666","9068,2954,19047,200,155,50993,5157,8291,3218,9325,38392,48279"
6052,"42994,863",863,"2023,2035","1041,1013",4665,5841,"6285,247,51,8931,4554,20,28,6380,34,1061,329,59,43237"
6053,,"626,625",2041,"1002,1079",,,331
6054,,"626,625",2041,"1002,1079",,,331
6055,7074,1660,"2689,2018,2026,2070","1046,1016",,22232,"285,1126"
6056,,58,"2081,2005,2002","1021,1034",5497,"17056,19",333
6057,1030,1081,"2072,2026,2947,2070","1019,1049",4664,,120
6058,,"335,754,2465","2072,2676,2026,2070","2726,1075,1019",4664,"14835,61979,72016,3212",181
6059,,335,"2072,2676,2026,2975,2947,2855,2822,2070,2897,2974","2710,1019",4664,"11006,63529,11966,58051,61979,3212","181,3133"
6060,2466,2466,"2854,2072,2676,2026,2902,2947,2855,2822,2070,2019,2944,2826,2015,2897","1050,2650,1010,1046,1120,1038,1019",4664,"59609,6993",1001
6061,3267,"2467,335","2072,2026,2947,2070","1019,1049",4664,"64960,11966,73775,104",181
6062,"2467,71,754",754,"2072,2026,2016","1008,1019,1049",4664,"10634,61979,72016,68809,4587",181
6063,1030,796,"2072,2026,2855","1019,1049",4664,"18618,11966,3231,61979",120
6064,,"2468,2469","2026,2016","1008,1019,1049",4664,"6207,61979",489
6065,1030,1081,"2072,2026,2070,2819","1008,1019,1049",4664,"3231,5666,61977,61978,8164,50007","50210,120"
6066,,41,2072,1017,,,33
6067,31503,3,"2072,2041","1017,1001",,34116,1610
6068,39055,3,2035,"1041,1116,1017,1064,1031",4665,"7334,12987",28
6069,,3,2035,"1041,1064",4665,"63202,60343,18577",553
6070,,2470,2002,"1028,1025",,,1611
6071,,2471,2072,1009,4666,78565,1612
6072,4456,2472,"2001,2018,2040,2011,2007,2019","1020,1046,1059,1031,1101",5499,,"971,1613,239,26208"
6073,,86,2002,"1120,1034",,18796,65
6074,,2,"2072,2661","1017,1120,1038",5499,"41222,5666,5712","1001,16639,1094,595"
6075,,3,"2072,2035","1041,1024",,5607,"335,288"
6076,11847,245,2047,1045,,5841,34
6077,,3,"2012,2685,2035,2004,2008","1116,1021,1064,1026",,"5427,65503,62857,17935","1731,634"
6078,,3,"2012,2685,2035,2004,2008","1021,1054,1026",,"20251,62857","51,634"
6079,,3,"2012,2685,2035,2004,2008","1021,1026",,6206,"51,634"
6080,,3,"2012,2685,2035,2004,2008","1021,1026",,"62255,62857,21991",634
6081,,3,"2035,2004,2008","1089,1041,1021",4665,"62857,65626",634
6082,,3,"2012,2685,2035,2004,2008","1021,1064,1026",,"7349,28519,5714",634
6083,,3,"2012,2685,2035,2004,2008","1021,1026",,"7349,4462",634
6084,,3,"2012,2685,2035,2004,2008","1021,1064,1026",,9721,634
6085,,3,"2012,2685,2035,2004,2008","1021,1026",,"66177,62255,62857,5890",634
6086,,3911,2004,1041,4665,,115
6087,,3,,"1030,1027",,,115
6088,,3,2019,"1030,1027",,,115
6089,,3,2004,"1022,1041,1094,1031,1027",4665,46059,765
6090,,3,,"1064,1027",,"11394,5636,44139",115
6091,,3,"2072,2035","1021,1094,1079,1001",,,8774
6092,,3,2009,1002,,"98,70360","171,3082"
6093,,3,,"1032,1089,1002,1041,1038",4665,"7379,5837",486
6094,"2604,20086,16474",673,"2001,2072,2026,2985","1019,1049",4664,"66991,11006,57887","1963,46155,25562,40"
6095,,3,"3002,2072,2676,2020,2940,2897","1039,1069,1019",5496,"78605,25158,61979,14,64809",20
6096,,92491,2078,"1009,1120",4666,"26432,39749,78573,61979","1001,17463,6354"
6097,"74,12769",144,2060,"1032,1002,1030",4665,"7488,7973,4","267,108,155,7992,22,87"
6098,,3,"2072,2676,2026,2876,2035","1069,1008,1019","5496,5499","25158,61979,14",20
6099,,3,"2035,2004","1041,1021,1064,1026",4665,"5597,62857,65626,6204","51,95"
6100,,3,"2072,2676,2040,2685,2035,2020","2650,1069,1019",5496,"78494,25158,14",20
6101,11788,1480,"2078,2002","1009,1059,1086",4666,6363,"402,288"
6102,,3,"2072,2028","1024,1040,1030",,7479,1615
6103,,24161,2078,"1009,1035",4666,"5606,78568,61979,56615,4055",16
6104,,3,"2007,2078,2035","1009,1094",4666,,967
6105,,3,"2048,2002","1009,1072,1059",4666,"62600,61979,28857","6290,20"
6106,,74399,2002,"1009,1086",4666,"6471,27500","64,288"
6107,,3,"2078,2035,2009","1050,1017,1036",,,"1617,1616"
6108,18604,"2475,2476","2072,2026,2035,2070,2015","1017,1046,1079,1008",,7306,"1618,1619"
6109,,3,,"1039,1025",,61979,"51,4539,8931,6290,20,5648"
6110,,256,,"1041,1031",4665,7543,"11,405"
6111,,"9221,93971",2002,1009,4666,97,"4,1620,2574"
6112,,3,"2040,2002","1002,1025",5499,"4711,62258,62039","200,51,93,288"
6113,2477,2477,"2001,2046","1009,1120",4666,"26432,78603,7395,80225,61979,25264","2456,1621"
6114,,2478,"2011,2016,2020,2008","1021,1016,1113,1019",4664,,2886
6115,8853,"7,8","2072,2007,2035","1041,1017,1010,1079,1011",4665,7835,384
6116,,3,,"1094,1027,1025",,22783,"6876,1624"
6117,,3,2078,"1019,1049",,,28
6118,,1485,"2676,2026,2855","2650,1019,1049",4664,"17056,76609,61979,72016","843,12354"
6119,,57678,2073,"1009,1030",4666,28857,51
6120,122745,"2482,2481,2483","2070,2020","1046,1035,1019",4664,"61979,28732",1625
6121,,666,"2012,2013,2055,2685,2070,2008,2897","1088,1104",,76593,5
6122,,3,2009,1002,,98,171
6123,,3,"2012,2014,2004,2009",1002,,"98,70948","171,3320,22"
6124,"49977,28547,720",2484,"2072,2850,2676,2026,2975,2947,2855,2822,2070","2710,1019",4664,"10632,58172,6207,61979,72016",489
6125,71,1699,"2072,2850,2676,2026,2055,2855,2070,2020","1016,1113,1019",4664,5679,988
6126,71,1699,"2072,2676,2026,2947,2055,2822,2070,2020","1008,1019,1049",4664,"61979,61649,6414",988
6127,71,1699,"2072,2676,2026,2947,2055,2822,2070,2020","1008,1019,1049",4664,"61979,6414",988
6128,71,1699,"2072,2676,2026,2822,2070","1019,1049",4664,61979,988
6129,,1699,"2072,2676,2026,2947,2855,2822,2070,2974","1019,1049",4664,"10643,11966,18581,79503,61979,72016",988
6130,71,1699,"2072,2676,2026,2947,2055,2822,2070,2020","1008,1019,1049",4664,"61979,61650,58955,6414",988
6131,53764,2485,2072,1009,4666,78595,22
6132,"71,70539",1699,"2072,2676,2026,2947,2855,2070","1019,1049",4664,"13244,53215,60951,61979,72016","3929,988"
6133,2486,2486,"2072,2850,2676,2026,2947,2055,2855,2035,2070,2020,2819,2897","1036,1120,1019",4664,"5666,8164,6096,18319","1001,1626"
6134,,1699,"2072,2676,2026,2947,2855,2070","1019,1049",4664,"10168,11515,54259,61979,73358,28947",988
6135,1699,1699,"2072,2676,2026","1069,1008,1019",4664,"61979,72016",988
6136,,1678,2078,"1069,1001",,61979,424
6137,"71,31983","932,2488","2046,2072,2011,2822,2016,2070,2897","2650,1047,1008,1019,1049",4664,61979,19
6138,,1699,"2072,2026","1019,1049",4664,61979,988
6139,4361,1699,"2072,2676,2026,2947,2055,2822,2070,2020","1008,1019,1049",4664,"61979,6414",988
6140,,"2630,2261,2260,2489","2040,2041","1055,1002",,,1627
6141,1030,"73883,1925","2072,2676,2026,2975,2947,2855,2822,2016,2070,2897","1069,1109,1019",4664,"14835,10618,77911,3231,5666,8164",120
6142,,3,"2072,2676,2026,2855,2016,2070","1069,1019",4664,"18192,46190,61979",1133
6143,122745,"2482,2483","2072,2676,2026,2070","1050,1046,1019",4664,"5606,5666,8164,6993",1625
6144,32407,3,"2055,2939,2897","1046,1035,1047",,"7523,25158,61882",1628
6145,122745,"2482,2483","2072,2026,2070,2939,2897","1050,1046,1019",4664,"5606,61979,6993",1625
6146,,1081,"2072,2676,2026,2947,2822,2070,2944","2650,1019,1065",4664,"3231,18356",120
6147,,2458,"2072,2676,2026,2947,2055,2855,2822,2070","2650,1019,1049",4664,61979,4172
6148,23910,2490,2026,"1050,1019",4664,"72535,58404,21633,61979,72016","3133,189"
6149,,"2813,2491,2492","2072,2676,2822,2070,2940","2650,1019,1049",4664,,843
6150,,3,,"1002,1079",,,"1631,1630"
6151,29065,2493,"2072,2850,2949,2055,2028,2822,2070,2020,2019,2897","1075,1047,1051,1019",4664,"6480,7523,25158,14835,57982,61118",1632
6152,,3,"2072,2850,2876,2035,2939","1094,1069,1027",,25158,1633
6153,,"2495,2494","2072,2676,2026,2947,2822,2070,2020,2897","2650,1019,1049",4664,42723,816
6154,,337,"2070,2940","2710,1019",4664,"10632,57617,11966,58172,3231,72016,21622",102
6155,,2496,"2072,2676,2011,2822,2070,2940,2019,2944,2897","1019,1049",4664,50153,1632
6156,,2497,"2072,2676,2026,2855,2822,2070","1016,1019",4664,5679,1635
6157,,105,"2676,2940,2019","1069,1019",4664,,69
6158,,2498,"2014,2013,2035,2005","1021,1094",,,5041
6159,377,377,2048,1009,4666,"39749,5902",288
6160,2499,2499,"2001,2072","1055,1002,1079",,,1636
6161,11887,2403,2040,"1002,1094",,5743,1009
6162,,25,"2072,2004","1002,1017",,"5338,65759,17935",115
6163,,952,2048,"1009,1050",4666,"5606,60340",500
6164,"5061,1030",1081,"2689,2072,2850,2676,2026,2947,2055,2953,2822,2070,2020,2974","1019,1049",4664,"79254,32906,3231,61979,58557",120
6165,,2423,,"1009,1046,1035,1008",4666,"61979,60340",500
6166,12472,692,"2072,2676,2026,2947,2055,2822,2070,2944,2897","1069,1008,1109,1019",4664,"11518,13243,6471,9961,10630,10624,18581,11570,17056,14835,18192,18190,18191,46190,58535,58173,27582,5666,8164,62897,21101,50007",1163
6167,,"2813,2491","2072,2676,2026,2947,2055,2822,2070,2944,2897","2650,1091,1069,1109,1019,1049",4664,"18193,18192,18190,18191,5666,8164",843
6168,,337,"2046,2072,2947,2822,2070","1001,1019",4664,"13112,14835,61979,14661",102
6169,,575,"2072,2676,2026,2967,2070,2020","1102,1069,1019",4664,"56938,61979",1637
6170,"71,128424","2501,337","2080,2046,2072,2850,2947,2822,2070","1102,1069,1001,1019",4664,"10653,18190,18191,46190,3231,61979,72016,61647",489
6171,,2502,"2026,2967,2055,2822,2016,2070,2019","1069,1109,1019",4664,"18192,18190,18191,58535,58173,27582",1638
6172,3,"932,2504,2503","2676,2016,2070,2861,2897","2650,1069,1019",4664,"10168,18581,14835,18192,46190,9827,5666,61979,8164,26464,68723","1639,1602"
6173,,3,"2078,2028,2070,2019","1022,1116,1047,1113",,5601,934
6174,20048,"2505,235",,"1030,1027",5498,"75031,10256",105
6175,,754,"2072,2850,2676,2026,2947,2855,2822,2897","1016,1019",4664,"64949,61979,22232",181
6176,,2506,2016,1046,"4664,4666","78593,10634,61979,28732",1640
6177,,425,,"1009,1032",4666,5902,"74,648,222"
6178,,"2508,2509",2041,"1002,1010,1016",,"70948,61979",1641
6179,12467,"645,748","2676,2661","1032,1041,1024",4665,"68117,61204,7479",384
6180,,2510,,1002,,,1642
6181,,2510,2004,"1002,1046",,5615,1642
6182,,"2512,2511","2072,2015","1046,1047,1016,1019",,"60845,5610",1643
6183,,1540,"2035,2005,2008","1029,1021,1079",,,878
6184,,1540,,"1002,1030,1025",,,878
6185,,3,,"1002,1044,1033",4667,"6040,61979",1644
6186,,"1371,22,388",2028,"1024,1040,1093",,"9829,5666,5141",19
6187,30665,249,,"1032,1041,1029,1010",4665,,384
6188,,3,2035,"1032,1041,1082",4665,"28948,5615",95
6189,,2513,"2072,2055,2078,2002","1009,1022,1039,1017,1021,1079,1059,1030",4666,,1646
6190,403,403,"2072,2040","1002,1017,1079",,8255,884
6191,403,403,"2072,2040","1002,1017,1010,1079",,8255,884
6192,28351,"2283,1314","2072,2026,2070","1050,1046,1019",4664,"5606,58053,58373,58534,58404,61979,3256",102
6193,30945,7988,2020,1002,,,1648
6194,,2515,"2021,2048",1082,,,1649
6195,"71,140",1400,"2072,2026","2726,1075,1019",4664,"14835,54",52
6196,,2516,"2046,2016,2008","1009,1035,1019","4664,4666",64960,1650
6197,231,231,,"1002,1010,1082,1019",4664,,"3249,51"
6198,"14914,15922","1269,2517,6979","2072,2026,2011,2016,2070","1019,1049",4664,"61979,123",142
6199,,1592,"2072,2026,2016,2070","1019,1049",4664,"65731,11006,61979,57887,112",928
6200,,3,2035,"1022,1041,1064,1008,1093",4665,"9314,76574,5597,5607",152
6201,"1256,140,1030",2518,"2072,2026,2947,2070,2974","1019,1049",4664,"12226,11006,10643,14837,25084,72016,17838","102,35871,120,1563,16"
6202,,66031,2035,"1021,1079",,,1651
6203,,"2520,2519",2014,"1023,1002,1039,1094,1064,1030",,44139,20
6204,,3,"2007,2078,2035,2004",1097,,,"103,1425,95"
6205,,1268,"2012,2685,2035,2004,2008","1021,1026",5499,"64788,62857","9401,51,28,4653,1194"
6206,,3,"2078,2035","1094,1097",,,359
6207,,3,2035,"1021,1094",,,1583
6208,,839,,1020,,5607,435
6209,"979,37037",2288,"2046,2072,2850,2676,2026,2011,2055,2016,2020,2015,2897","1010,1046,1019",4664,"7005,22861,5615",1211
6210,"4572,26475",591,"2070,2020","2650,1019,1065",4664,"61979,66,2301,6509","150,191,275"
6211,19972,591,"2070,2020","2650,1019,1065",4664,"61979,66,2301,6509",275
6212,,839,"2001,2080,2046,2685",1010,,"7544,78564,22861",435
6213,,3,,1115,,43638,435
6214,110318,2447,"2072,2007,2078,2822,2897","1046,1016,1113,1011",,,1653
6215,,6884,2676,1009,4666,"64143,4024","1654,26131,52594"
6216,1030,1081,2026,"1069,1019",4664,"3231,61979,4255",120
6217,,2521,2072,"1017,1046",,5607,1655
6218,,3,"3002,2072,2055,2939,2017",1030,,60795,"1656,486"
6219,1030,1081,"2072,2026,2967,2016,2070,2897","1069,1019",4664,"50153,62897","36392,120"
6220,,591,"2046,2072,2685,2028,2822,2019,2015","1022,1117,1010,1046,1035,1047",,"61206,5607,25158,73583,22861,20263,6509",275
6221,"19996,945","1890,945",2026,"1008,1019,1049",4664,"61979,45",142
6222,,3,"2013,2055,2005,2008","1021,1094,1026,1001,1086",,,1657
6223,,2522,"3002,2055","1039,1030",,60795,723
6224,73956,591,"2055,2070,2020","2650,1117,1019,1065",4664,"61979,66,2301,6509","150,26781,952,275,12966"
6225,,2522,,1030,,,28
6226,,3,"2040,2070",1002,,5700,1658
6227,,3,2078,"1008,1031,1038",,5831,1659
6228,,3,"2078,2876,2035","2650,1011",,6973,"1660,451"
6229,,3,,"1031,1038",,6206,"51,723"
6230,,4391,"2072,2041,2035,2686,2939","1021,1026",,63153,1661
6231,,3,,"1008,1031,1027",,5831,1662
6232,,3,2011,"1008,1031,1038",,5831,1663
6233,,1646,"2026,2070","1069,1019",4664,61979,962
6234,,406,2026,"1069,1019",4664,"61979,122",219
6235,71,2198,"2072,2676,2026,2975,2947,2822,2070","1019,1049",4664,"61979,58618",489
6236,"13526,27107",337,"2072,2026,2855","1051,1019",4664,"57982,72016",102
6237,,43627,,1009,4666,"5607,78629",1664
6238,,3,,1038,,"7335,61979,5586",1265
6239,28485,3,2035,"1023,1017",,,"4680,268,95"
6240,,214,,"1089,1101",,17761,"225,335"
6241,,3,,1009,4666,61979,"2456,661,28"
6242,,3,"2078,2035,2004","1021,1079",,,1025
6243,2523,2523,"2057,2072,2676,2026,2947,2855,2822,2070,2897,2974","1019,1049",4664,"11006,57887,5624",1665
6244,,2183,"2046,2072,2855","1048,2710,1019",4664,"72909,14835,43658,43671",489
6245,36537,1856,"2026,2016","1008,1019,1049",4664,"61979,61650","489,2055,3133"
6246,"3347,20552,1893",2282,"2072,2026","1070,1019",4664,"11515,54200,58135,61979,3266",489
6247,"27107,15063,71,1008",1008,"2072,2026,2855,2070","1019,1049",4664,"68583,73775,61979","489,3133,3406"
6248,,2282,"2072,2026,2070","1070,1019",4664,"11515,63528,54200,58135,3266",489
6249,,3,"2047,2004","1094,2145,1045",,,452
6250,"68070,38644,12014",617,"2072,2004","1089,1041,1017,1104",4665,"19070,7334,7520",244
6251,,9119,"2073,2072,2865,2035,2019,2939",1094,,"5607,63153,14661",1666
6252,,3,"2072,2035,2686,2939",1064,,63153,859
6253,,3,"2072,2035,2939",1094,,63153,1667
6254,,7690,"2073,2017",1030,,"63153,14661","601,1668"
6255,106872,974,"2072,2836,2035,2939","1021,1027",,63153,511
6256,,3,2015,"2650,1041,1093,1031",,14835,1025
6257,,3,"2850,2005,2015,2017","1021,1026",,,153
6258,"986,932",986,"2072,2676,2906,2975,2947,2070,2940,2897","1019,1049",4664,"25158,61979",1669
6259,3,3,,"1041,1079,1030,1025",,61204,1670
6260,,3,2035,"1021,1026",,,1671
6261,,1046,2040,"1002,1041,1064",4665,"7334,10407,4890","225,200,51,93,1138"
6262,,2525,,"1009,1022,1117,1031",4666,78570,"14458,15726,5815,7238,1672"
6263,,2525,,"1009,1022,1117,1041,1031,1019","4664,4665,4666",,"6840,14458,5815,37,1673"
6264,,2526,,1117,,,"4217,14454,4216,1674"
6265,,3,2035,"2650,1031",,6973,1675
6266,50227,2528,2020,"1089,1023,1041,1064,1031",4665,7379,"73,776"
6267,,2529,"2046,2850,2002","1022,1020,1115",,"22783,75404,21940",1676
6268,,"2276,644","2040,2016","1002,1044,1016",4667,"6040,61979,4943",1462
6269,,"2532,2531,2530","2078,2079,2015","1010,1046,1024,1047,1069,1115,1016,2481",,,169
6270,,6979,"2072,2676,2026,2016,2070","1019,1049",4664,"11966,18581,61979,123",142
6271,,"36,2533","2023,2015","1041,1084,1016",4665,,1677
6272,,3,2021,"1017,1064,1016,1019",4664,5602,858
6273,14914,"1269,6979","2072,2026,2016","1019,1049",4664,"25084,61979,123",142
